Cocktail Name,MidJourney Prompt
Queen Charlotte,"Flat lay, vintage speakeasy style. High-quality photo of a Queen Charlotte, served in a cocktail glass, featuring Acide, sucré, sucré notes. Made with Red wine, Grenadine, Lemon-lime soda. Instructions: Pour red wine and grenadine into a collins glass over ice cubes. Fill with lemon-lime soda, stir, and serve.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Queen Elizabeth,"Flat lay, vintage speakeasy style. High-quality photo of a Queen Elizabeth, served in a cocktail glass, featuring Amer notes. Made with Dry Vermouth, Gin, Benedictine. Instructions: Stir all ingredients with ice, strain into a cocktail glass, and serve.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Tequila Slammer,"Flat lay, vintage speakeasy style. High-quality photo of a Tequila Slammer, served in a cocktail glass, featuring Fruité notes. Made with Tequila, 7-up. Instructions: Mix carefully to avoid releasing the dissolved CO2.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Tequila Sunrise,"Flat lay, vintage speakeasy style. High-quality photo of a Tequila Sunrise, served in a cocktail glass, featuring Fruité, sucré, sucré notes. Made with Tequila, Orange juice, Grenadine. Instructions: Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Amaretto Liqueur,"Flat lay, vintage speakeasy style. High-quality photo of a Amaretto Liqueur, served in a cocktail glass, featuring Fruité, sucré notes. Made with Sugar, Water, Apricot, Almond flavoring, Grain alcohol, Water, Brandy, Food coloring, Food coloring, Food coloring, Glycerine. Instructions: Combine sugar and 3/4 cup water in a small saucepan. Bring to a boil, stirring constantly. Reduce heat and simmer until all sugar is dissolved. Remove from heat and cool. In an aging container, combine apricot halves, almond extract, grain alcohol with 1/2 cup water, and brandy. Stir in cooled sugar syrup mixture. Cap and let age for 2 days. Remove apricot halves. (Save apricot halves, can be used for cooking). Add food coloring and glycerine. Stir, recap and continue aging for 1 to 2 months. Re-bottle as desired. Liqueur is ready to serve but will continue to improve with additional aging.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Angelica Liqueur,"Flat lay, vintage speakeasy style. High-quality photo of a Angelica Liqueur, served in a cocktail glass, featuring Fruité, épicé, sucré, épicé notes. Made with Angelica root, Almond, Allspice, Cinnamon, Anise, Coriander, Marjoram leaves, Vodka, Sugar, Water, Food coloring, Food coloring. Instructions: Combine all herbs, nuts and spices with vodka in a 1 quart or larger aging container. Cap tightly and shake daily for 2 weeks. Strain through a fine muslin cloth or coffee filter, discarding solids. Clean out aging container. Place liquid back in container. Place sugar and water in saucepan and stir to combine over medium heat. When sugar is completely dissolved, set aside and let cool. When cool combine with food coloring and add to liqueur liquid. Cap and allow to age and mellow in a cool, dark place for one month.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Tequila Surprise,"Flat lay, vintage speakeasy style. High-quality photo of a Tequila Surprise, served in a cocktail glass, featuring Fruité notes. Made with Tequila, Tabasco sauce. Instructions: Fill shot glass with Tequila. Add drops of Tobasco sauce.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Quaker's Cocktail,"Flat lay, vintage speakeasy style. High-quality photo of a Quaker's Cocktail, served in a cocktail glass, featuring Fruité, sucré notes. Made with Light rum, Brandy, Lemon, Raspberry syrup. Instructions: Shake all ingredients with ice, strain into a cocktail glass, and serve.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
National Aquarium,"Flat lay, vintage speakeasy style. High-quality photo of a National Aquarium, served in a cocktail glass, featuring Acide notes. Made with Rum, Vodka, Gin, Blue Curacao, Sour mix, Lemon-lime soda. Instructions: Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Strawberry Daiquiri,"Flat lay, vintage speakeasy style. High-quality photo of a Strawberry Daiquiri, served in a cocktail glass, featuring Acide, sucré notes. Made with Strawberry schnapps, Light rum, Lime juice, Powdered sugar, Strawberries. Instructions: Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Kir,"Flat lay, vintage speakeasy style. High-quality photo of a Kir, served in a cocktail glass, featuring Crémeux notes. Made with Creme de Cassis, Champagne. Instructions: Add the crème de cassis to the bottom of the glass, then top up with wine.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Rose,"Flat lay, vintage speakeasy style. High-quality photo of a Rose, served in a cocktail glass, featuring Amer, sucré, sucré notes. Made with Dry Vermouth, Gin, Apricot brandy, Lemon juice, Grenadine, Powdered sugar. Instructions: Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Derby,"Flat lay, vintage speakeasy style. High-quality photo of a Derby, served in a cocktail glass, featuring Fruité notes. Made with gin, Peach Bitters, Mint. Instructions: Pour all ingredients into a mixing glass with ice. Stir. Strain into a cocktail glass. Garnish with a sprig of fresh mint in the drink.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Zorro,"Flat lay, vintage speakeasy style. High-quality photo of a Zorro, served in a cocktail glass, featuring Herbacé notes. Made with Sambuca, Baileys irish cream, White Creme de Menthe. Instructions: add all and pour black coffee and add whipped cream on top.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Karsk,"Flat lay, vintage speakeasy style. High-quality photo of a Karsk, served in a cocktail glass, featuring Fruité notes. Made with Coffee, Grain alcohol. Instructions: Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin, then add alcohol until you see the coin. Norwegian speciality.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Affair,"Flat lay, vintage speakeasy style. High-quality photo of a Affair, served in a cocktail glass, featuring Fruité, sucré notes. Made with Strawberry schnapps, Orange juice, Cranberry juice, Club soda. Instructions: Pour schnapps, orange juice, and cranberry juice over ice in a highball glass. Top with club soda and serve.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Orgasm,"Flat lay, vintage speakeasy style. High-quality photo of a Orgasm, served in a cocktail glass, featuring Crémeux notes. Made with Creme de Cacao, Amaretto, Triple sec, Vodka, Light cream. Instructions: Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Frosé,"Flat lay, vintage speakeasy style. High-quality photo of a Frosé, served in a cocktail glass, featuring Floral, sucré notes. Made with Rose, Sugar, Strawberries, Lemon Juice. Instructions: Step 1
Pour rosé into a 13x9"" pan and freeze until almost solid (it won't completely solidify due to the alcohol), at least 6 hours.

Step 2
Meanwhile, bring sugar and ½ cup water to a boil in a medium saucepan; cook, stirring constantly, until sugar dissolves, about 3 minutes. Add strawberries, remove from heat, and let sit 30 minutes to infuse syrup with strawberry flavor. Strain through a fine-mesh sieve into a small bowl (do not press on solids); cover and chill until cold, about 30 minutes.

Step 3
Scrape rosé into a blender. Add lemon juice, 3½ ounces strawberry syrup, and 1 cup crushed ice and purée until smooth. Transfer blender jar to freezer and freeze until frosé is thickened (aim for milkshake consistency), 25–35 minutes.

Step 4
Blend again until frosé is slushy. Divide among glasses.

Step 5
Do Ahead: Rosé can be frozen 1 week ahead.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Victor,"Flat lay, vintage speakeasy style. High-quality photo of a Victor, served in a cocktail glass, featuring Amer, sucré notes. Made with Gin, Sweet Vermouth, Brandy. Instructions: Shake all ingredients with ice, strain into a cocktail glass, and serve.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Zinger,"Flat lay, vintage speakeasy style. High-quality photo of a Zinger, served in a cocktail glass, featuring Fruité notes. Made with Peachtree schnapps, Surge. Instructions: Get a shot glass and pour in three shots of the schnapps. Do the same with the Surge Cola. Then down it like Scheetz would.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Vesper,"Flat lay, vintage speakeasy style. High-quality photo of a Vesper, served in a cocktail glass, featuring Fruité notes. Made with Gin, Vodka, Lillet Blanc. Instructions: Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Radler,"Flat lay, vintage speakeasy style. High-quality photo of a Radler, served in a cocktail glass, featuring Fruité notes. Made with Beer, 7-Up. Instructions: Pour beer into large mug, slowly add the 7-up (or Sprite).. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Spritz,"Flat lay, vintage speakeasy style. High-quality photo of a Spritz, served in a cocktail glass, featuring Amer notes. Made with Prosecco, Campari, Soda Water. Instructions: Build into glass over ice, garnish and serve.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Boxcar,"Flat lay, vintage speakeasy style. High-quality photo of a Boxcar, served in a cocktail glass, featuring Fruité, sucré, sucré notes. Made with Gin, Triple sec, Lemon juice, Grenadine, Egg white. Instructions: In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Veteran,"Flat lay, vintage speakeasy style. High-quality photo of a Veteran, served in a cocktail glass, featuring Fruité notes. Made with Dark rum, Cherry brandy. Instructions: Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Sidecar,"Flat lay, vintage speakeasy style. High-quality photo of a Sidecar, served in a cocktail glass, featuring Fruité, sucré notes. Made with Cognac, Cointreau, Lemon juice. Instructions: Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Vampiro,"Flat lay, vintage speakeasy style. High-quality photo of a Vampiro, served in a cocktail glass, featuring Acide, sucré, salé notes. Made with Tequila, Tomato Juice, Orange Juice, Lime Juice, Sugar Syrup, Salt. Instructions: Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Zambeer,"Flat lay, vintage speakeasy style. High-quality photo of a Zambeer, served in a cocktail glass, featuring Fruité notes. Made with Sambuca, Root beer, Ice. Instructions: Mix sambuca with rootbeer and stir. Add ice. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Scooter,"Flat lay, vintage speakeasy style. High-quality photo of a Scooter, served in a cocktail glass, featuring Fruité notes. Made with Brandy, Amaretto, Light cream. Instructions: Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Big Red,"Flat lay, vintage speakeasy style. High-quality photo of a Big Red, served in a cocktail glass, featuring Fruité notes. Made with Irish cream, Goldschlager. Instructions: Pour ingredients into 1 ounce shot glass. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Almeria,"Flat lay, vintage speakeasy style. High-quality photo of a Almeria, served in a cocktail glass, featuring Fruité notes. Made with Dark rum, Kahlua, Egg white. Instructions: In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Bramble,"Flat lay, vintage speakeasy style. High-quality photo of a Bramble, served in a cocktail glass, featuring Crémeux, sucré notes. Made with Gin, lemon juice, Sugar syrup, Creme de Mure. Instructions: Fill glass with crushed ice. Build gin, lemon juice and simple syrup over. Stir, and then pour blackberry liqueur over in a circular fashion to create marbling effect. Garnish with two blackberries and lemon slice.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Stinger,"Flat lay, vintage speakeasy style. High-quality photo of a Stinger, served in a cocktail glass, featuring Herbacé notes. Made with Brandy, White Creme de Menthe. Instructions: Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Sazerac,"Flat lay, vintage speakeasy style. High-quality photo of a Sazerac, served in a cocktail glass, featuring Fumé, sucré notes. Made with Ricard, Sugar, Peychaud bitters, Water, Bourbon, Lemon peel. Instructions: Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Martini,"Flat lay, vintage speakeasy style. High-quality photo of a Martini, served in a martini glass, featuring Amer, salé, salé notes. Made with Gin, Dry Vermouth, Olive. Instructions: Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Smut,"Flat lay, vintage speakeasy style. High-quality photo of a Smut, served in a cocktail glass, featuring Fruité, sucré notes. Made with Red wine, Peach schnapps, Pepsi Cola, Orange juice. Instructions: Throw it all together and serve real cold.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Rose,"Flat lay, vintage speakeasy style. High-quality photo of a Rose, served in a cocktail glass, featuring Amer, sucré, sucré notes. Made with Dry Vermouth, Gin, Apricot brandy, Lemon juice, Grenadine, Powdered sugar. Instructions: Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Karsk,"Flat lay, vintage speakeasy style. High-quality photo of a Karsk, served in a cocktail glass, featuring Fruité notes. Made with Coffee, Grain alcohol. Instructions: Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin, then add alcohol until you see the coin. Norwegian speciality.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Zoksel,"Flat lay, vintage speakeasy style. High-quality photo of a Zoksel, served in a cocktail glass, featuring Crémeux notes. Made with Beer, Root beer, Lemonade, Coca-Cola, 7-Up, Creme de Cassis, Lemon. Instructions: No specific mixing instructions, just poor every ingredient in one glass. The lemon goes with it.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Diesel,"Flat lay, vintage speakeasy style. High-quality photo of a Diesel, served in a cocktail glass, featuring Fruité notes. Made with Lager, Cider, Blackcurrant cordial. Instructions: Pour the lager first then add the blackcurrant cordial. Top up with the cider. The colour sholud be very dark approaching the colour of Guiness.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Mimosa,"Flat lay, vintage speakeasy style. High-quality photo of a Mimosa, served in a cocktail glass, featuring Fruité, sucré notes. Made with Champagne, Orange juice. Instructions: Ensure both ingredients are well chilled, then mix into the glass. Serve cold.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Frosé,"Flat lay, vintage speakeasy style. High-quality photo of a Frosé, served in a cocktail glass, featuring Floral, sucré notes. Made with Rose, Sugar, Strawberries, Lemon Juice. Instructions: Step 1
Pour rosé into a 13x9"" pan and freeze until almost solid (it won't completely solidify due to the alcohol), at least 6 hours.

Step 2
Meanwhile, bring sugar and ½ cup water to a boil in a medium saucepan; cook, stirring constantly, until sugar dissolves, about 3 minutes. Add strawberries, remove from heat, and let sit 30 minutes to infuse syrup with strawberry flavor. Strain through a fine-mesh sieve into a small bowl (do not press on solids); cover and chill until cold, about 30 minutes.

Step 3
Scrape rosé into a blender. Add lemon juice, 3½ ounces strawberry syrup, and 1 cup crushed ice and purée until smooth. Transfer blender jar to freezer and freeze until frosé is thickened (aim for milkshake consistency), 25–35 minutes.

Step 4
Blend again until frosé is slushy. Divide among glasses.

Step 5
Do Ahead: Rosé can be frozen 1 week ahead.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Casino,"Flat lay, vintage speakeasy style. High-quality photo of a Casino, served in a cocktail glass, featuring Fruité, sucré, sucré notes. Made with Gin, Maraschino liqueur, Lemon juice, Orange bitters, Cherry. Instructions: Pour all ingredients into shaker with ice cubes. Shake well. Strain into chilled cocktail glass. Garnish with a lemon twist and a maraschino cherry. Serve without a straw.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Orgasm,"Flat lay, vintage speakeasy style. High-quality photo of a Orgasm, served in a cocktail glass, featuring Crémeux notes. Made with Creme de Cacao, Amaretto, Triple sec, Vodka, Light cream. Instructions: Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Spritz,"Flat lay, vintage speakeasy style. High-quality photo of a Spritz, served in a cocktail glass, featuring Amer notes. Made with Prosecco, Campari, Soda Water. Instructions: Build into glass over ice, garnish and serve.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Vesper,"Flat lay, vintage speakeasy style. High-quality photo of a Vesper, served in a cocktail glass, featuring Fruité notes. Made with Gin, Vodka, Lillet Blanc. Instructions: Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Snowday,"Flat lay, vintage speakeasy style. High-quality photo of a Snowday, served in a cocktail glass, featuring Amer notes. Made with Vodka, Amaro Montenegro, Ruby Port, Blood Orange, Angostura Bitters, Orange Peel. Instructions: Stir all ingredients with ice. Strain into a chilled rocks glass over fresh ice. Express orange peel over drink and garnish.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Sazerac,"Flat lay, vintage speakeasy style. High-quality photo of a Sazerac, served in a cocktail glass, featuring Fumé, sucré notes. Made with Ricard, Sugar, Peychaud bitters, Water, Bourbon, Lemon peel. Instructions: Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Vesuvio,"Flat lay, vintage speakeasy style. High-quality photo of a Vesuvio, served in a cocktail glass, featuring Amer, sucré notes. Made with Light rum, Sweet Vermouth, Lemon, Powdered sugar, Egg white. Instructions: Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Sangria,"Flat lay, vintage speakeasy style. High-quality photo of a Sangria, served in a cocktail glass, featuring Fruité, épicé, sucré, épicé notes. Made with Red wine, Sugar, Orange juice, Lemon juice, Cloves, Cinnamon. Instructions: Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Scooter,"Flat lay, vintage speakeasy style. High-quality photo of a Scooter, served in a cocktail glass, featuring Fruité notes. Made with Brandy, Amaretto, Light cream. Instructions: Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Stinger,"Flat lay, vintage speakeasy style. High-quality photo of a Stinger, served in a cocktail glass, featuring Herbacé notes. Made with Brandy, White Creme de Menthe. Instructions: Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Addison,"Flat lay, vintage speakeasy style. High-quality photo of a Addison, served in a cocktail glass, featuring Amer notes. Made with Gin, Vermouth. Instructions: Shake together all the ingredients and strain into a cold glass.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Sidecar,"Flat lay, vintage speakeasy style. High-quality photo of a Sidecar, served in a cocktail glass, featuring Fruité, sucré notes. Made with Cognac, Cointreau, Lemon juice. Instructions: Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Paradise,"Flat lay, vintage speakeasy style. High-quality photo of a Paradise, served in a cocktail glass, featuring Fruité, sucré notes. Made with Gin, Apricot Brandy, Orange Juice. Instructions: Shake together over ice. Strain into cocktail glass and serve chilled.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Snowball,"Flat lay, vintage speakeasy style. High-quality photo of a Snowball, served in a cocktail glass, featuring Fruité notes. Made with Advocaat, Lemonade, Lemon, Ice. Instructions: Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Shot-gun,"Flat lay, vintage speakeasy style. High-quality photo of a Shot-gun, served in a cocktail glass, featuring Fruité notes. Made with Jim Beam, Jack Daniels, Wild Turkey. Instructions: Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Gin Sour,"Flat lay, vintage speakeasy style. High-quality photo of a Gin Sour, served in a sour glass, featuring Fruité, sucré notes. Made with Gin, Lemon juice, Sugar, Orange, Maraschino cherry. Instructions: In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Rum Sour,"Flat lay, vintage speakeasy style. High-quality photo of a Rum Sour, served in a cocktail glass, featuring Fruité, sucré notes. Made with Light rum, Lemon juice, Sugar, Orange, Maraschino cherry. Instructions: In a shaker half-filled with ice cubes, combine the rum, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Spice 75,"Flat lay, vintage speakeasy style. High-quality photo of a Spice 75, served in a cocktail glass, featuring Acide, sucré notes. Made with Sugar, Allspice, Rum, Lime Juice, Champagne, Orange spiral. Instructions: Gently warm 60g golden caster sugar in a pan with 30ml water and 1 tbsp allspice. Cook gently until the sugar has dissolved, then leave the mixture to cool. Strain through a sieve lined with a coffee filter (or a double layer of kitchen paper).

Pour 60ml of the spiced syrup into a cocktail shaker along with 200ml rum and 90ml lime juice. Shake with ice and strain between six flute glasses. Top up with 600ml champagne and garnish each with an orange twist.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
AT&T,"Flat lay, vintage speakeasy style. High-quality photo of a AT&T, served in a cocktail glass, featuring Fruité notes. Made with Absolut Vodka, Gin, Tonic water. Instructions: Pour Vodka and Gin over ice, add Tonic and Stir. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Smut,"Flat lay, vintage speakeasy style. High-quality photo of a Smut, served in a cocktail glass, featuring Fruité, sucré notes. Made with Red wine, Peach schnapps, Pepsi Cola, Orange juice. Instructions: Throw it all together and serve real cold.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Mojito,"Flat lay, vintage speakeasy style. High-quality photo of a Mojito, served in a highball glass, featuring Acide, sucré notes. Made with Light rum, Lime, Sugar, Mint, Soda water. Instructions: Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Victor,"Flat lay, vintage speakeasy style. High-quality photo of a Victor, served in a cocktail glass, featuring Amer, sucré notes. Made with Gin, Sweet Vermouth, Brandy. Instructions: Shake all ingredients with ice, strain into a cocktail glass, and serve.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Gimlet,"Flat lay, vintage speakeasy style. High-quality photo of a Gimlet, served in a cocktail glass, featuring Acide, sucré notes. Made with Gin, Lime Juice, Sugar Syrup, Lime. Instructions: Add all the ingredients to a shaker and fill with ice.

Shake, and strain into a chilled cocktail glass or an Old Fashioned glass filled with fresh ice.

Garnish with a lime wheel.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Spritz,"Flat lay, vintage speakeasy style. High-quality photo of a Spritz, served in a cocktail glass, featuring Amer notes. Made with Prosecco, Campari, Soda Water. Instructions: Build into glass over ice, garnish and serve.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Scooter,"Flat lay, vintage speakeasy style. High-quality photo of a Scooter, served in a cocktail glass, featuring Fruité notes. Made with Brandy, Amaretto, Light cream. Instructions: Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Quentin,"Flat lay, vintage speakeasy style. High-quality photo of a Quentin, served in a cocktail glass, featuring Fruité, épicé, épicé notes. Made with Dark rum, Kahlua, Light cream, Nutmeg. Instructions: In a shaker half-filled with ice cubes, combine the rum, Kahlua, and cream. Shake well. Strain into a cocktail glass and garnish with the nutmeg.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Martini,"Flat lay, vintage speakeasy style. High-quality photo of a Martini, served in a martini glass, featuring Amer, salé, salé notes. Made with Gin, Dry Vermouth, Olive. Instructions: Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Mai Tai,"Flat lay, vintage speakeasy style. High-quality photo of a Mai Tai, served in a tiki mug, featuring Fruité, sucré notes. Made with Light rum, Orgeat syrup, Triple sec, Sweet and sour, Cherry. Instructions: Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Veteran,"Flat lay, vintage speakeasy style. High-quality photo of a Veteran, served in a cocktail glass, featuring Fruité notes. Made with Dark rum, Cherry brandy. Instructions: Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Stinger,"Flat lay, vintage speakeasy style. High-quality photo of a Stinger, served in a cocktail glass, featuring Herbacé notes. Made with Brandy, White Creme de Menthe. Instructions: Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Affinity,"Flat lay, vintage speakeasy style. High-quality photo of a Affinity, served in a cocktail glass, featuring Amer, sucré notes. Made with Scotch, Sweet Vermouth, Dry Vermouth, Orange bitters. Instructions: In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
